Transaction ID,Transaction Date,Year,Month,Day,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Computed Total,Total Mismatch Flag
TXN_9507002,2023-05-08,2023.0,5.0,8.0,Smoothie,1,4.0,4.0,Cash,Takeaway,4.0,False
TXN_4423218,2023-05-29,2023.0,5.0,29.0,Cookie,3,1.0,3.0,Cash,In-store,3.0,False
TXN_4851339,2023-02-01,2023.0,2.0,1.0,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,4.0,False
TXN_3274105,2023-07-28,2023.0,7.0,28.0,Cookie,5,1.0,5.0,Credit Card,Takeaway,5.0,False
TXN_2810280,2023-06-25,2023.0,6.0,25.0,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,4.0,False
TXN_9901424,2023-05-30,2023.0,5.0,30.0,Cookie,3,1.0,3.0,Digital Wallet,Unknown,3.0,False
TXN_3880417,2023-06-27,2023.0,6.0,27.0,Cookie,1,1.0,1.0,Other,In-store,1.0,False
TXN_3756680,2023-08-30,2023.0,8.0,30.0,Tea,2,1.5,3.0,Credit Card,Unknown,3.0,False
TXN_2334523,2023-08-17,2023.0,8.0,17.0,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,10.0,False
TXN_8611913,2023-07-16,2023.0,7.0,16.0,Tea,5,1.5,7.5,Digital Wallet,In-store,7.5,False
TXN_7387701,,,,,Coffee,1,2.0,2.0,Cash,Takeaway,2.0,False
TXN_9904091,2023-05-20,2023.0,5.0,20.0,Salad,4,5.0,20.0,Other,Unknown,20.0,False
TXN_4953063,,,,,Tea,5,1.5,7.5,Credit Card,Unknown,7.5,False
TXN_5908857,2023-06-04,2023.0,6.0,4.0,Smoothie,5,4.0,20.0,Other,In-store,20.0,False
TXN_4411172,2023-07-09,2023.0,7.0,9.0,Smoothie,4,4.0,16.0,Cash,Unknown,16.0,False
TXN_6841805,2023-02-14,2023.0,2.0,14.0,Cake,2,3.0,6.0,Other,Unknown,6.0,False
TXN_7800236,2023-07-19,2023.0,7.0,19.0,Salad,3,5.0,15.0,Digital Wallet,Unknown,15.0,False
TXN_2413026,2023-04-26,2023.0,4.0,26.0,Coffee,1,2.0,2.0,Other,Takeaway,2.0,False
TXN_9947479,2023-09-27,2023.0,9.0,27.0,Smoothie,5,4.0,20.0,Cash,Takeaway,20.0,False
TXN_6403859,2023-03-06,2023.0,3.0,6.0,Sandwich,5,4.0,20.0,Credit Card,In-store,20.0,False
TXN_6828371,2023-10-20,2023.0,10.0,20.0,Smoothie,4,4.0,16.0,Other,Unknown,16.0,False
TXN_8335965,2023-03-21,2023.0,3.0,21.0,Tea,5,1.5,7.5,Credit Card,Unknown,7.5,False
TXN_9747008,,,,,Tea,4,1.5,6.0,Cash,Takeaway,6.0,False
TXN_9703722,2023-01-11,2023.0,1.0,11.0,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,20.0,False
TXN_6259001,2023-01-30,2023.0,1.0,30.0,Tea,4,1.5,6.0,Digital Wallet,In-store,6.0,False
TXN_6119081,2023-09-27,2023.0,9.0,27.0,Coffee,2,2.0,4.0,Cash,In-store,4.0,False
TXN_4811887,2023-02-11,2023.0,2.0,11.0,Cake,2,3.0,6.0,Cash,In-store,6.0,False
TXN_9587814,2023-01-25,2023.0,1.0,25.0,Juice,3,3.0,9.0,Cash,In-store,9.0,False
TXN_7682605,2023-10-19,2023.0,10.0,19.0,Tea,5,1.5,7.5,Digital Wallet,Unknown,7.5,False
TXN_4690415,,,,,Sandwich,2,4.0,8.0,Digital Wallet,Unknown,8.0,False
TXN_7946450,2023-07-15,2023.0,7.0,15.0,Smoothie,1,4.0,4.0,Credit Card,In-store,4.0,False
TXN_2611393,2023-04-25,2023.0,4.0,25.0,Smoothie,3,4.0,12.0,Other,Unknown,12.0,False
TXN_2122597,2023-05-11,2023.0,5.0,11.0,Cake,3,3.0,9.0,Credit Card,Unknown,9.0,False
TXN_7510217,2023-10-24,2023.0,10.0,24.0,Tea,5,1.5,7.5,Credit Card,In-store,7.5,False
TXN_3267783,2023-10-30,2023.0,10.0,30.0,Cake,3,3.0,9.0,Other,In-store,9.0,False
TXN_7852397,2023-08-10,2023.0,8.0,10.0,Tea,3,1.5,4.5,Cash,In-store,4.5,False
TXN_8459594,2023-11-07,2023.0,11.0,7.0,Sandwich,1,4.0,4.0,Credit Card,Unknown,4.0,False
TXN_9190969,2023-10-06,2023.0,10.0,6.0,Coffee,1,2.0,2.0,Other,In-store,2.0,False
TXN_2982995,2023-04-06,2023.0,4.0,6.0,Salad,1,5.0,5.0,Credit Card,Takeaway,5.0,False
TXN_9181144,2023-10-25,2023.0,10.0,25.0,Unknown Item,3,3.0,9.0,Other,Takeaway,9.0,False
TXN_6490609,2023-03-03,2023.0,3.0,3.0,Salad,4,5.0,20.0,Other,In-store,20.0,False
TXN_9938260,2023-03-03,2023.0,3.0,3.0,Smoothie,4,4.0,16.0,Other,In-store,16.0,False
TXN_5486398,2023-05-13,2023.0,5.0,13.0,Cookie,4,1.0,4.0,Cash,Unknown,4.0,False
TXN_5875661,2023-08-12,2023.0,8.0,12.0,Sandwich,3,4.0,12.0,Credit Card,Unknown,12.0,False
TXN_2555823,2023-06-21,2023.0,6.0,21.0,Cake,4,3.0,12.0,Digital Wallet,Unknown,12.0,False
TXN_4223265,2023-06-06,2023.0,6.0,6.0,Cake,5,3.0,15.0,Digital Wallet,In-store,15.0,False
TXN_3390072,2023-05-03,2023.0,5.0,3.0,Tea,1,1.5,1.5,Credit Card,Unknown,1.5,False
TXN_6491662,2023-10-06,2023.0,10.0,6.0,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,4.0,False
TXN_1248167,2023-03-05,2023.0,3.0,5.0,Unknown Item,1,4.0,4.0,Cash,Unknown,4.0,False
TXN_9500986,2023-05-10,2023.0,5.0,10.0,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2.0,False
TXN_2147453,2023-04-27,2023.0,4.0,27.0,Unknown Item,4,1.0,4.0,Credit Card,Unknown,4.0,False
TXN_9137801,2023-06-10,2023.0,6.0,10.0,Unknown Item,5,4.0,20.0,Credit Card,In-store,20.0,False
TXN_4892303,2023-07-16,2023.0,7.0,16.0,Sandwich,4,4.0,16.0,Other,Unknown,16.0,False
TXN_5985451,2023-07-24,2023.0,7.0,24.0,Sandwich,2,4.0,8.0,Other,Unknown,8.0,False
TXN_6092344,2023-12-04,2023.0,12.0,4.0,Cookie,5,1.0,5.0,Credit Card,Takeaway,5.0,False
TXN_1218016,2023-11-26,2023.0,11.0,26.0,Tea,3,1.5,4.5,Digital Wallet,Unknown,4.5,False
TXN_8110646,2023-06-07,2023.0,6.0,7.0,Unknown Item,2,3.0,6.0,Credit Card,Takeaway,6.0,False
TXN_1221777,2023-01-29,2023.0,1.0,29.0,Coffee,3,2.0,6.0,Other,In-store,6.0,False
TXN_3691087,2023-07-11,2023.0,7.0,11.0,Cookie,4,1.0,4.0,Other,Unknown,4.0,False
TXN_5571026,2023-09-08,2023.0,9.0,8.0,Unknown Item,1,5.0,5.0,Cash,Takeaway,5.0,False
TXN_6336973,2023-03-21,2023.0,3.0,21.0,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,8.0,False
TXN_5609260,2023-05-02,2023.0,5.0,2.0,Cookie,5,1.0,5.0,Digital Wallet,In-store,5.0,False
TXN_4242676,2023-11-26,2023.0,11.0,26.0,Coffee,5,2.0,10.0,Credit Card,Takeaway,10.0,False
TXN_6835777,2023-05-11,2023.0,5.0,11.0,Juice,5,3.0,15.0,Digital Wallet,Unknown,15.0,False
TXN_6097706,2023-02-15,2023.0,2.0,15.0,Sandwich,4,4.0,16.0,Cash,Takeaway,16.0,False
TXN_5496581,2023-08-11,2023.0,8.0,11.0,Juice,1,3.0,3.0,Credit Card,Unknown,3.0,False
TXN_2897468,2023-10-10,2023.0,10.0,10.0,Salad,2,5.0,10.0,Cash,Unknown,10.0,False
TXN_3260087,2023-04-20,2023.0,4.0,20.0,Salad,5,5.0,25.0,Other,Unknown,25.0,False
TXN_2047672,2023-01-25,2023.0,1.0,25.0,Sandwich,1,4.0,4.0,Credit Card,In-store,4.0,False
TXN_6893490,2023-03-17,2023.0,3.0,17.0,Coffee,3,2.0,6.0,Credit Card,Takeaway,6.0,False
TXN_3743336,2023-02-21,2023.0,2.0,21.0,Salad,2,5.0,10.0,Digital Wallet,Unknown,10.0,False
TXN_6851654,2023-01-25,2023.0,1.0,25.0,Salad,1,5.0,5.0,Digital Wallet,Takeaway,5.0,False
TXN_8510511,2023-10-06,2023.0,10.0,6.0,Coffee,4,2.0,8.0,Other,Unknown,8.0,False
TXN_2092306,2023-04-01,2023.0,4.0,1.0,Juice,4,3.0,12.0,Other,In-store,12.0,False
TXN_7345190,2023-02-20,2023.0,2.0,20.0,Smoothie,4,4.0,16.0,Digital Wallet,Unknown,16.0,False
TXN_6647319,2023-10-23,2023.0,10.0,23.0,Juice,5,3.0,15.0,Credit Card,Unknown,15.0,False
TXN_5889912,2023-09-26,2023.0,9.0,26.0,Salad,1,5.0,5.0,Cash,In-store,5.0,False
TXN_4483304,2023-11-08,2023.0,11.0,8.0,Smoothie,4,4.0,16.0,Credit Card,Takeaway,16.0,False
TXN_3720223,2023-10-22,2023.0,10.0,22.0,Cake,4,3.0,12.0,Cash,Takeaway,12.0,False
TXN_4506778,2023-04-21,2023.0,4.0,21.0,Cake,3,3.0,9.0,Digital Wallet,Unknown,9.0,False
TXN_8226226,2023-07-30,2023.0,7.0,30.0,Sandwich,1,4.0,4.0,Other,In-store,4.0,False
TXN_9723120,2023-01-26,2023.0,1.0,26.0,Tea,5,1.5,7.5,Credit Card,Unknown,7.5,False
TXN_2726676,2023-08-10,2023.0,8.0,10.0,Coffee,3,2.0,6.0,Digital Wallet,In-store,6.0,False
TXN_4011694,2023-09-02,2023.0,9.0,2.0,Unknown Item,1,2.0,2.0,Credit Card,In-store,2.0,False
TXN_3327212,2023-12-20,2023.0,12.0,20.0,Tea,2,1.5,3.0,Credit Card,Unknown,3.0,False
TXN_3558795,2023-05-30,2023.0,5.0,30.0,Smoothie,1,4.0,4.0,Cash,In-store,4.0,False
TXN_9989242,2023-09-12,2023.0,9.0,12.0,Sandwich,4,4.0,16.0,Other,Unknown,16.0,False
TXN_2035772,2023-01-17,2023.0,1.0,17.0,Cookie,2,1.0,2.0,Cash,Unknown,2.0,False
TXN_2711627,2023-11-09,2023.0,11.0,9.0,Smoothie,5,4.0,20.0,Cash,Unknown,20.0,False
TXN_2804828,2023-02-25,2023.0,2.0,25.0,Cake,3,3.0,9.0,Cash,Unknown,9.0,False
TXN_3869958,2023-01-11,2023.0,1.0,11.0,Cake,1,3.0,3.0,Digital Wallet,Unknown,3.0,False
TXN_9684465,2023-02-15,2023.0,2.0,15.0,Cake,5,3.0,15.0,Other,Takeaway,15.0,False
TXN_7570308,,,,,Tea,4,1.5,6.0,Cash,Unknown,6.0,False
TXN_6476304,2023-03-17,2023.0,3.0,17.0,Sandwich,2,4.0,8.0,Credit Card,Unknown,8.0,False
TXN_3893927,2023-09-14,2023.0,9.0,14.0,Salad,4,5.0,20.0,Other,In-store,20.0,False
TXN_5947976,2023-05-21,2023.0,5.0,21.0,Coffee,3,2.0,6.0,Other,In-store,6.0,False
TXN_4139983,2023-10-16,2023.0,10.0,16.0,Tea,5,1.5,7.5,Cash,Takeaway,7.5,False
TXN_4571222,2023-03-21,2023.0,3.0,21.0,Cookie,2,1.0,2.0,Credit Card,Unknown,2.0,False
TXN_6484542,2023-05-18,2023.0,5.0,18.0,Salad,5,5.0,25.0,Credit Card,Unknown,25.0,False
TXN_5183630,2023-02-15,2023.0,2.0,15.0,Coffee,4,2.0,8.0,Other,In-store,8.0,False
TXN_5562799,2023-10-25,2023.0,10.0,25.0,Cookie,5,1.0,5.0,Other,Unknown,5.0,False
TXN_9601220,2023-04-20,2023.0,4.0,20.0,Unknown Item,3,1.0,3.0,Digital Wallet,Takeaway,3.0,False
TXN_6404625,2023-04-24,2023.0,4.0,24.0,Cake,5,3.0,15.0,Credit Card,Unknown,15.0,False
TXN_5327102,2023-07-16,2023.0,7.0,16.0,Cookie,2,1.0,2.0,Other,Unknown,2.0,False
TXN_5741619,2023-01-02,2023.0,1.0,2.0,Smoothie,5,4.0,20.0,Cash,Unknown,20.0,False
TXN_4452589,2023-08-22,2023.0,8.0,22.0,Tea,1,1.5,1.5,Other,Takeaway,1.5,False
TXN_6540284,2023-04-24,2023.0,4.0,24.0,Juice,1,3.0,3.0,Other,Unknown,3.0,False
TXN_9657957,2023-11-27,2023.0,11.0,27.0,Smoothie,2,4.0,8.0,Other,Unknown,8.0,False
TXN_3670939,2023-07-13,2023.0,7.0,13.0,Tea,3,1.5,4.5,Cash,Unknown,4.5,False
TXN_2935871,2023-07-07,2023.0,7.0,7.0,Cookie,4,1.0,4.0,Cash,Takeaway,4.0,False
TXN_1610204,2023-02-19,2023.0,2.0,19.0,Cake,1,3.0,3.0,Other,Takeaway,3.0,False
TXN_8372268,2023-06-15,2023.0,6.0,15.0,Salad,2,5.0,10.0,Other,Takeaway,10.0,False
TXN_1239021,2023-09-15,2023.0,9.0,15.0,Sandwich,5,4.0,20.0,Credit Card,Unknown,20.0,False
TXN_1863866,2023-10-03,2023.0,10.0,3.0,Smoothie,1,4.0,4.0,Cash,Unknown,4.0,False
TXN_4630854,2023-02-10,2023.0,2.0,10.0,Tea,1,1.5,1.5,Digital Wallet,Unknown,1.5,False
TXN_6183842,2023-09-15,2023.0,9.0,15.0,Tea,3,1.5,4.5,Other,Unknown,4.5,False
TXN_5355693,2023-12-03,2023.0,12.0,3.0,Smoothie,1,4.0,4.0,Other,Unknown,4.0,False
TXN_8284910,2023-07-19,2023.0,7.0,19.0,Smoothie,1,4.0,4.0,Cash,In-store,4.0,False
TXN_4408913,2023-08-24,2023.0,8.0,24.0,Salad,2,5.0,10.0,Cash,Unknown,10.0,False
TXN_2123573,2023-01-09,2023.0,1.0,9.0,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,10.0,False
TXN_8036176,2023-06-20,2023.0,6.0,20.0,Cookie,4,1.0,4.0,Credit Card,Takeaway,4.0,False
TXN_9107676,2023-02-12,2023.0,2.0,12.0,Sandwich,2,4.0,8.0,Cash,Unknown,8.0,False
TXN_2490185,2023-12-18,2023.0,12.0,18.0,Salad,4,5.0,20.0,Credit Card,In-store,20.0,False
TXN_6295420,2023-09-27,2023.0,9.0,27.0,Juice,1,3.0,3.0,Digital Wallet,Takeaway,3.0,False
TXN_1542042,2023-07-26,2023.0,7.0,26.0,Cake,4,3.0,12.0,Credit Card,Takeaway,12.0,False
TXN_7716125,2023-05-17,2023.0,5.0,17.0,Cookie,2,1.0,2.0,Digital Wallet,Unknown,2.0,False
TXN_6579109,2023-02-22,2023.0,2.0,22.0,Juice,1,3.0,3.0,Credit Card,Takeaway,3.0,False
TXN_5577030,2023-02-15,2023.0,2.0,15.0,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,4.0,False
TXN_3910230,2023-01-05,2023.0,1.0,5.0,Sandwich,5,4.0,20.0,Cash,Takeaway,20.0,False
TXN_8031804,2023-07-01,2023.0,7.0,1.0,Coffee,4,2.0,8.0,Credit Card,Unknown,8.0,False
TXN_6928775,2023-03-25,2023.0,3.0,25.0,Unknown Item,2,1.0,2.0,Cash,In-store,2.0,False
TXN_6755107,2023-11-14,2023.0,11.0,14.0,Smoothie,2,4.0,8.0,Digital Wallet,Unknown,8.0,False
TXN_5153899,2023-03-01,2023.0,3.0,1.0,Tea,3,1.5,4.5,Other,Takeaway,4.5,False
TXN_5632156,2023-08-02,2023.0,8.0,2.0,Sandwich,4,4.0,16.0,Digital Wallet,Unknown,16.0,False
TXN_9861782,2023-07-15,2023.0,7.0,15.0,Sandwich,4,4.0,16.0,Credit Card,In-store,16.0,False
TXN_8861275,2023-10-31,2023.0,10.0,31.0,Smoothie,2,4.0,8.0,Other,In-store,8.0,False
TXN_8961155,2023-09-06,2023.0,9.0,6.0,Cake,5,3.0,15.0,Cash,Takeaway,15.0,False
TXN_6112765,2023-07-21,2023.0,7.0,21.0,Coffee,2,2.0,4.0,Credit Card,Takeaway,4.0,False
TXN_7090563,2023-08-17,2023.0,8.0,17.0,Smoothie,3,4.0,12.0,Other,In-store,12.0,False
TXN_9737090,2023-06-01,2023.0,6.0,1.0,Sandwich,3,4.0,12.0,Other,In-store,12.0,False
TXN_2847831,2023-02-19,2023.0,2.0,19.0,Coffee,1,2.0,2.0,Cash,In-store,2.0,False
TXN_3385167,2023-04-26,2023.0,4.0,26.0,Tea,3,1.5,4.5,Cash,In-store,4.5,False
TXN_1938071,2023-12-25,2023.0,12.0,25.0,Sandwich,4,4.0,16.0,Credit Card,In-store,16.0,False
TXN_8774692,2023-07-12,2023.0,7.0,12.0,Tea,5,1.5,7.5,Digital Wallet,Unknown,7.5,False
TXN_4887268,2023-10-16,2023.0,10.0,16.0,Salad,1,5.0,5.0,Credit Card,In-store,5.0,False
TXN_9506372,2023-11-06,2023.0,11.0,6.0,Cake,4,3.0,12.0,Other,Unknown,12.0,False
TXN_6651961,2023-02-08,2023.0,2.0,8.0,Salad,4,5.0,20.0,Credit Card,In-store,20.0,False
TXN_2537138,2023-10-24,2023.0,10.0,24.0,Cake,3,3.0,9.0,Other,Unknown,9.0,False
TXN_2015313,2023-10-18,2023.0,10.0,18.0,Salad,5,5.0,25.0,Cash,Unknown,25.0,False
TXN_5604797,2023-10-13,2023.0,10.0,13.0,Coffee,1,2.0,2.0,Cash,In-store,2.0,False
TXN_6303383,2023-09-22,2023.0,9.0,22.0,Cake,4,3.0,12.0,Digital Wallet,In-store,12.0,False
TXN_5203710,2023-04-22,2023.0,4.0,22.0,Unknown Item,4,5.0,20.0,Digital Wallet,Unknown,20.0,False
TXN_7059722,,,,,Sandwich,5,4.0,20.0,Digital Wallet,In-store,20.0,False
TXN_5403707,2023-03-20,2023.0,3.0,20.0,Smoothie,3,4.0,12.0,Cash,In-store,12.0,False
TXN_4084052,2023-06-30,2023.0,6.0,30.0,Juice,2,3.0,6.0,Digital Wallet,In-store,6.0,False
TXN_3843541,2023-03-06,2023.0,3.0,6.0,Unknown Item,3,5.0,15.0,Credit Card,In-store,15.0,False
TXN_4000025,2023-06-12,2023.0,6.0,12.0,Tea,5,1.5,7.5,Other,Takeaway,7.5,False
TXN_7113656,2023-01-22,2023.0,1.0,22.0,Juice,2,3.0,6.0,Credit Card,Takeaway,6.0,False
TXN_6039235,2023-06-25,2023.0,6.0,25.0,Juice,2,3.0,6.0,Digital Wallet,Unknown,6.0,False
TXN_6621756,2023-11-14,2023.0,11.0,14.0,Cookie,1,1.0,1.0,Other,Unknown,1.0,False
TXN_3923847,2023-09-12,2023.0,9.0,12.0,Cake,2,3.0,6.0,Credit Card,Unknown,6.0,False
TXN_3226989,2023-04-17,2023.0,4.0,17.0,Salad,1,5.0,5.0,Credit Card,Takeaway,5.0,False
TXN_1523567,2023-11-22,2023.0,11.0,22.0,Salad,3,5.0,15.0,Digital Wallet,Takeaway,15.0,False
TXN_8751289,2023-09-10,2023.0,9.0,10.0,Tea,2,1.5,3.0,Cash,In-store,3.0,False
TXN_9996195,2023-03-16,2023.0,3.0,16.0,Juice,5,3.0,15.0,Digital Wallet,In-store,15.0,False
TXN_2151688,2023-09-29,2023.0,9.0,29.0,Cake,5,3.0,15.0,Other,Unknown,15.0,False
TXN_4243591,2023-10-11,2023.0,10.0,11.0,Cake,4,3.0,12.0,Credit Card,In-store,12.0,False
TXN_4138399,2023-07-03,2023.0,7.0,3.0,Cookie,5,1.0,5.0,Credit Card,Takeaway,5.0,False
TXN_1724233,2023-02-01,2023.0,2.0,1.0,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,5.0,False
TXN_1564506,2023-02-01,2023.0,2.0,1.0,Smoothie,5,4.0,20.0,Digital Wallet,In-store,20.0,False
TXN_3520982,2023-10-26,2023.0,10.0,26.0,Salad,5,5.0,25.0,Other,Unknown,25.0,False
TXN_6130455,,,,,Tea,2,1.5,3.0,Digital Wallet,Unknown,3.0,False
TXN_8936591,2023-03-22,2023.0,3.0,22.0,Cookie,5,1.0,5.0,Other,In-store,5.0,False
TXN_7622389,2023-02-26,2023.0,2.0,26.0,Tea,4,1.5,6.0,Digital Wallet,In-store,6.0,False
TXN_2896048,2023-05-17,2023.0,5.0,17.0,Tea,4,1.5,6.0,Cash,Unknown,6.0,False
TXN_2204457,2023-01-06,2023.0,1.0,6.0,Coffee,4,2.0,8.0,Cash,Takeaway,8.0,False
TXN_1319834,2023-03-31,2023.0,3.0,31.0,Cookie,1,1.0,1.0,Other,Unknown,1.0,False
TXN_9042043,,,,,Cookie,4,1.0,4.0,Cash,Takeaway,4.0,False
TXN_7503593,2023-04-19,2023.0,4.0,19.0,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,5.0,False
TXN_4076463,2023-06-25,2023.0,6.0,25.0,Cookie,3,1.0,3.0,Digital Wallet,Unknown,3.0,False
TXN_1901704,2023-11-17,2023.0,11.0,17.0,Salad,5,5.0,25.0,Cash,Unknown,25.0,False
TXN_5589433,2023-03-13,2023.0,3.0,13.0,Cake,2,3.0,6.0,Cash,In-store,6.0,False
TXN_4386732,2023-08-01,2023.0,8.0,1.0,Smoothie,4,4.0,16.0,Cash,Unknown,16.0,False
TXN_3174336,2023-07-17,2023.0,7.0,17.0,Cookie,1,1.0,1.0,Other,Unknown,1.0,False
TXN_4983903,2023-09-18,2023.0,9.0,18.0,Unknown Item,5,4.0,20.0,Other,Unknown,20.0,False
TXN_8043642,2023-06-12,2023.0,6.0,12.0,Salad,4,5.0,20.0,Cash,In-store,20.0,False
TXN_1223805,2023-07-04,2023.0,7.0,4.0,Juice,3,3.0,9.0,Other,In-store,9.0,False
TXN_3879110,2023-03-18,2023.0,3.0,18.0,Unknown Item,4,1.0,4.0,Credit Card,Takeaway,4.0,False
TXN_9551491,2023-07-13,2023.0,7.0,13.0,Salad,1,5.0,5.0,Other,Unknown,5.0,False
TXN_3033987,2023-03-13,2023.0,3.0,13.0,Cake,4,3.0,12.0,Cash,Unknown,12.0,False
TXN_2732570,2023-06-23,2023.0,6.0,23.0,Cookie,3,1.0,3.0,Digital Wallet,Unknown,3.0,False
TXN_9104781,2023-07-03,2023.0,7.0,3.0,Sandwich,2,4.0,8.0,Other,Unknown,8.0,False
TXN_7876775,2023-02-09,2023.0,2.0,9.0,Coffee,5,2.0,10.0,Other,Takeaway,10.0,False
TXN_7566250,2023-06-04,2023.0,6.0,4.0,Salad,3,5.0,15.0,Other,Takeaway,15.0,False
TXN_3365018,2023-02-06,2023.0,2.0,6.0,Juice,5,3.0,15.0,Cash,Takeaway,15.0,False
TXN_1487762,2023-02-07,2023.0,2.0,7.0,Tea,3,1.5,4.5,Other,Unknown,4.5,False
TXN_4592205,2023-12-30,2023.0,12.0,30.0,Cookie,3,1.0,3.0,Credit Card,In-store,3.0,False
TXN_6660755,2023-05-16,2023.0,5.0,16.0,Cookie,2,1.0,2.0,Credit Card,In-store,2.0,False
TXN_3750900,2023-04-03,2023.0,4.0,3.0,Tea,2,1.5,3.0,Credit Card,In-store,3.0,False
TXN_3290872,2023-06-13,2023.0,6.0,13.0,Cake,2,3.0,6.0,Credit Card,In-store,6.0,False
TXN_6378158,2023-06-17,2023.0,6.0,17.0,Salad,5,5.0,25.0,Credit Card,In-store,25.0,False
TXN_8800818,2023-09-28,2023.0,9.0,28.0,Cake,2,3.0,6.0,Digital Wallet,Unknown,6.0,False
TXN_5707386,2023-06-28,2023.0,6.0,28.0,Tea,5,1.5,7.5,Other,Takeaway,7.5,False
TXN_1145592,2023-09-11,2023.0,9.0,11.0,Juice,1,3.0,3.0,Credit Card,Takeaway,3.0,False
TXN_2670487,2023-10-20,2023.0,10.0,20.0,Coffee,3,2.0,6.0,Digital Wallet,Unknown,6.0,False
TXN_9485101,2023-11-01,2023.0,11.0,1.0,Cookie,2,1.0,2.0,Cash,Takeaway,2.0,False
TXN_9667219,2023-10-09,2023.0,10.0,9.0,Juice,4,3.0,12.0,Cash,In-store,12.0,False
TXN_3119835,2023-03-01,2023.0,3.0,1.0,Tea,2,1.5,3.0,Digital Wallet,In-store,3.0,False
TXN_2454046,,,,,Juice,2,3.0,6.0,Other,Takeaway,6.0,False
TXN_7014091,2023-11-26,2023.0,11.0,26.0,Coffee,5,2.0,10.0,Cash,In-store,10.0,False
TXN_7107807,2023-11-01,2023.0,11.0,1.0,Cookie,1,1.0,1.0,Digital Wallet,Unknown,1.0,False
TXN_5698925,2023-04-08,2023.0,4.0,8.0,Juice,2,3.0,6.0,Other,In-store,6.0,False
TXN_6662213,2023-01-18,2023.0,1.0,18.0,Sandwich,4,4.0,16.0,Digital Wallet,Unknown,16.0,False
TXN_1336900,2023-01-16,2023.0,1.0,16.0,Coffee,5,2.0,10.0,Credit Card,Unknown,10.0,False
TXN_2250785,2023-03-19,2023.0,3.0,19.0,Cake,1,3.0,3.0,Cash,Unknown,3.0,False
TXN_8122340,2023-06-09,2023.0,6.0,9.0,Coffee,4,2.0,8.0,Credit Card,Unknown,8.0,False
TXN_9911498,2023-03-27,2023.0,3.0,27.0,Coffee,4,2.0,8.0,Cash,In-store,8.0,False
TXN_4130861,,,,,Salad,2,5.0,10.0,Credit Card,Unknown,10.0,False
TXN_3741325,2023-07-04,2023.0,7.0,4.0,Sandwich,5,4.0,20.0,Digital Wallet,Unknown,20.0,False
TXN_8658970,2023-09-03,2023.0,9.0,3.0,Salad,3,5.0,15.0,Credit Card,Unknown,15.0,False
TXN_2887971,2023-06-26,2023.0,6.0,26.0,Smoothie,2,4.0,8.0,Digital Wallet,Unknown,8.0,False
TXN_9865855,2023-04-18,2023.0,4.0,18.0,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,6.0,False
TXN_2217295,2023-11-22,2023.0,11.0,22.0,Juice,4,3.0,12.0,Credit Card,In-store,12.0,False
TXN_8913492,2023-12-25,2023.0,12.0,25.0,Sandwich,4,4.0,16.0,Credit Card,In-store,16.0,False
TXN_5625086,2023-06-17,2023.0,6.0,17.0,Sandwich,1,4.0,4.0,Credit Card,In-store,4.0,False
TXN_2690222,2023-01-01,2023.0,1.0,1.0,Unknown Item,4,3.0,12.0,Other,Unknown,12.0,False
TXN_5767429,2023-03-19,2023.0,3.0,19.0,Cake,2,3.0,6.0,Other,Unknown,6.0,False
TXN_5910541,2023-09-08,2023.0,9.0,8.0,Cake,5,3.0,15.0,Cash,In-store,15.0,False
TXN_4435352,2023-05-03,2023.0,5.0,3.0,Salad,2,5.0,10.0,Credit Card,Unknown,10.0,False
TXN_1009421,2023-02-21,2023.0,2.0,21.0,Cookie,4,1.0,4.0,Cash,Takeaway,4.0,False
TXN_5369243,2023-11-16,2023.0,11.0,16.0,Smoothie,4,4.0,16.0,Cash,Takeaway,16.0,False
TXN_2939667,2023-12-21,2023.0,12.0,21.0,Unknown Item,1,3.0,3.0,Other,In-store,3.0,False
TXN_5734395,2023-05-17,2023.0,5.0,17.0,Sandwich,5,4.0,20.0,Cash,Takeaway,20.0,False
TXN_2966262,2023-11-19,2023.0,11.0,19.0,Tea,3,1.5,4.5,Cash,Unknown,4.5,False
TXN_7293241,2023-08-27,2023.0,8.0,27.0,Unknown Item,1,2.0,2.0,Digital Wallet,Unknown,2.0,False
TXN_1827212,2023-12-22,2023.0,12.0,22.0,Sandwich,5,4.0,20.0,Other,Unknown,20.0,False
TXN_4809548,2023-11-04,2023.0,11.0,4.0,Smoothie,3,4.0,12.0,Other,Takeaway,12.0,False
TXN_2224935,2023-04-15,2023.0,4.0,15.0,Coffee,1,2.0,2.0,Digital Wallet,Unknown,2.0,False
